root_id,primary_type
97832,Tm6
97833,L4
97834,Sm08
97835,FC2C
97836,C2
97837,LC24
97838,Mi4
97839,Sm08
97840,R1-6
97841,KCapbp-m
97842,FS3
97843,R1-6
97844,Tm2
97845,Mi15
97846,Mi4
97847,Mi2
97848,Tm37
97849,L2
97850,R1-6
97851,Sm08
97852,C3
97853,Sm04
97854,T4c
97855,Tm3
97856,R1-6
97857,Dm3p
97858,C2
97859,AN_GNG_165
97860,T5d
97861,Dm2
97862,FS3
97863,T1
97864,R7
97865,Mi2
97866,T4d
97867,Tm8b
97868,Dm2
97869,Sm04
97870,Tm5c
97871,L4
97872,L3
97873,Mi15
97874,CB1078
97875,C2
97876,R1-6
97877,MTe01a
97878,Tm2
97879,Mi13
97880,Sm08
97881,T4d
97882,KCapbp-ap1
97883,Dm8a
97884,R1-6
97885,L3
97886,L5
97887,R1-6
97888,T1
97889,Sm04
97890,Tm2
97891,Tm5d
97892,L4
97893,T4c
97894,FS3
97895,R1-6
97896,Tm27
97897,Mi2
97898,L3
97899,Tm1
97900,T5c
97901,L2
97902,LC24
97903,Tm2
97904,R1-6
97905,Tm3
97906,Tm2
97907,R1-6
97908,Tm5c
97909,Mi15
97910,Tm7
97911,Dm9
97912,FS3
97913,R7
97914,R1-6
97915,Dm15
97916,R1-6
97917,T1
97918,L5
97919,L5
97920,T4c
97921,Tm9
97922,Mi9
97923,Dm2
97924,L3
97925,Mi4
97926,Tm2
97927,CB1142
97928,L2
97929,Mi4
97930,Mi15
97931,Sm06
97932,KCab
97933,R7
97934,MLt2
97935,T1
97936,Tm7
97937,Sm08
97938,R1-6
97939,C2
97940,Tm7
97941,R1-6
97942,L5
97943,Sm02
97944,Sm02
97945,Tm1
97946,HRN_VP1d
97947,T4d
97948,Mi13
97949,R1-6
97950,Mi13
97951,C3
97952,T4c
97953,Mi4
97954,C3
97955,R1-6
97956,MeTu4a
97957,Mi4
97958,T4d
97959,Mi2
97960,Mi9
97961,Dm3q
97962,Mi13
97963,Tm9
97964,Dm3q
97965,R1-6
97966,R7
97967,Dm3v
97968,Mi9
97969,T1
97970,L5
97971,Pm04
97972,L5
97973,Tm3
97974,Tm9
97975,Mi2
97976,Mi1
97977,Dm3q
97978,L1
97979,Tm16
97980,TmY9q__perp
97981,Tm20
97982,T4d
97983,Tm7
97984,Tm5e
97985,Dm16
97986,L3
97987,Tm9
97988,Tm9
97989,T4c
97990,R1-6
97991,T4c
97992,L4
97993,R1-6
97994,Tm9
97995,Tm7
97996,Mi9
97997,C3
97998,CL042
97999,Tm3
98000,R1-6
98001,R1-6
98002,CB2521
98003,Tm1
98004,L5
98005,Tm1
98006,C2
98007,Mi9
98008,Dm3p
98009,C2
98010,Mi1
98011,Tm2
98012,Sm04
98013,ORN_VA6
98014,T4c
98015,R1-6
98016,L2
98017,Tm9
98018,R1-6
98019,C2
98020,Mi15
98021,L5
98022,R7
98023,Mi9
98024,Tm21
98025,Dm15
98026,KCg-m
98027,L2
98028,R1-6
98029,T4c
98030,TmY31
98031,Tm5e
98032,Tm2
98033,L4
98034,Mi9
98035,R7
98036,L4
98037,L5
98038,Tm5e
98039,R1-6
98040,Tm5b
98041,Dm3p
98042,Tm2
98043,R1-6
98044,R1-6
98045,R1-6
98046,Mi1
98047,CB3080
98048,FS3
98049,R1-6
98050,Tm16
98051,R7
98052,Tm34
98053,Dm8a
98054,Mi2
98055,T1
98056,FS3
98057,Tm27
98058,Tm9
98059,R8
98060,Mi14
98061,R1-6
98062,Tm27
98063,L5
98064,Tm16
98065,Sm08
98066,L3
98067,T1
98068,L4
98069,T4c
98070,Tm9
98071,T1
98072,R1-6
98073,Tm5d
98074,Mi1
98075,T4c
98076,Tm21
98077,Tm7
98078,Tm2
98079,Tm5e
98080,R1-6
98081,R1-6
98082,R1-6
98083,KCg-s3
98084,C3
98085,FS3
98086,Tm2
98087,Tm1
98088,T4d
98089,R1-6
98090,L4
98091,T1
98092,L3
98093,C2
98094,Tm20
98095,Dm3q
98096,T4c
98097,L3
98098,Mi1
98099,Mi15
98100,Tm7
98101,Tm3
98102,Tm3
98103,LC9
98104,Sm01
98105,R1-6
98106,R8
98107,Tm1
98108,R8
98109,CB1854
98110,KCapbp-m
98111,L5
98112,Tm20
98113,Mi15
98114,FS3
98115,VS2
98116,R1-6
98117,Tm2
98118,L3
98119,T4c
98120,Sm08
98121,Tm20
98122,Dm3q
98123,L5
98124,Dm8a
98125,R8
98126,T4d
98127,R1-6
98128,KCapbp-m
98129,L5
98130,Tm21
98131,R1-6
98132,PAM05
98133,Dm2
98134,Mi10
98135,Tm25
98136,DN1pD
98137,Mi1
98138,Sm04
98139,TmY16
98140,Mi4
98141,Tm5b
98142,R8
98143,R1-6
98144,Tm16
98145,R8
98146,Mi4
98147,Tm2
98148,L4
98149,Dm3q
98150,KCab
98151,CB1342
98152,C2
98153,MLt2
98154,Tm16
98155,R8
98156,Tm1
98157,C3
98158,Tm1
98159,L5
98160,R1-6
98161,Dm8a
98162,Mi2
98163,C2
98164,FC1D
98165,T4c
98166,Tm5f
98167,KCab
98168,Mi13
98169,TmY14
98170,LTe38b
98171,JO-B
98172,T5a
98173,Li16
98174,CB1491
98175,KCg-m
98176,SMP055
98177,Dm2
98178,KCab
98179,PS109
98180,ORN_VA2
98181,ORN_VA2
98182,JO-EDC
98183,LC11
98184,T5c
98185,Tm4
98186,CB3291
98187,M_lvPNm42
98188,CB3080
98189,CB1542
98190,T5b
98191,ER1
98192,KCapbp-ap1
98193,CB0955
98194,LC10d
98195,CB1410
98196,T5a
98197,Li02
98198,T4b
98199,TmY3
98200,LC24
98201,T4b
98202,T5d
98203,LC11
98204,T3
98205,DNg54
98206,T3
98207,VES059
98208,T5c
98209,Dm10
98210,Tm5f
98211,DN1pD
98212,PVLP090
98213,LHPV5a1
98214,JO-B
98215,ER1
98216,cLP01
98217,T4b
98218,Tlp1
98219,Tm4
98220,Tm25
98221,DNg12_c
98222,T5d
98223,LC24
98224,VES058
98225,T5a
98226,VES058
98227,Dm6
98228,T2
98229,AN_GNG_148
98230,T4a
98231,Tlp5
98232,LMa4
98233,T3
98234,T5d
98235,KCg-m
98236,BM_InOm
98237,SMP334
98238,MTe44
98239,LC14a2
98240,CB2313
98241,CL170
98242,CB1491
98243,KCg-m
98244,KCab
98245,cLP01
98246,KCab
98247,T4a
98248,LLPC1
98249,LC29
98250,Dm6
98251,ORN_VA2
98252,T5d
98253,M_lvPNm37
98254,LLPC2
98255,CB0962
98256,CB1767
98257,CB0183
98258,LAL026
98259,WED130
98260,CB0157
98261,BM_Ant
98262,CB0951
98263,CB0740
98264,BM_Taste
98265,cL01
98266,LAL130
98267,DNb09
98268,LAL120b
98269,untyped
98270,BM_FrOr
98271,AVLP041
98272,BM_MaPa
98273,cL11
98274,DNb05
98275,lLN2P_b
98276,DNbe004
98277,LC31a
98278,AOTU051
98279,DM1_lPN
98280,lLN2X04
98281,untyped
98282,untyped
98283,untyped
98284,untyped
98285,AN_multi_9
98286,LC4
98287,untyped
98288,untyped
98289,LC4
98290,untyped
98291,LC4
98292,untyped
98293,AVLP033
98294,untyped
98295,AVLP160
98296,AN_multi_47
98297,AVLP037
98298,LC4
98299,ATL016
98300,untyped
98301,untyped
98302,LC4
98303,ATL027
98304,LC4
98305,AVLP098
98306,LAL180
98307,untyped
98308,untyped
98309,LAL171
98310,AVLP494
98311,AVLP323
98312,BM_vOcci_vPoOr
98313,LAL144a
98314,AVLP505
98315,LAL144b
98316,WED151
98317,aMe24
98318,AOTU042
98319,LAL081
98320,T2a
98321,BM_Vt_PoOc
98322,CB0059
98323,Tm9
98324,CB1482
98325,Tm9
98326,CB2127
98327,BM_InOm
98328,AN_AVLP_9
98329,CB1078
98330,cLP01
98331,ORN_DM1
98332,AVLP229
98333,KCg-m
98334,TmY14
98335,JO-A
98336,LTe38b
98337,AN_GNG_64
98338,Sm01
98339,CB2433
98340,DNp09
98341,KCab
98342,Dm3p
98343,TmY11
98344,T4a
98345,T5a
98346,CB1491
98347,T4b
98348,T5d
98349,T5b
98350,T4c
98351,CL090_c
98352,LC14a2
98353,LC24
98354,T5a
98355,CL244
98356,M_lvPNm31
98357,T2
98358,cLM01
98359,Tm5f
98360,CB1410
98361,T3
98362,T2
98363,Li16
98364,T5a
98365,CB2433
98366,LPC1
98367,CB2068
98368,BM_InOm
98369,T4a
98370,Y1
98371,ORN_VA2
98372,KCab
98373,CB3291
98374,SAD007
98375,TmY11
98376,CB2610
98377,R8
98378,T5b
98379,T5b
98380,R1-6
98381,Mi15
98382,L1
98383,Tm9
98384,Mi4
98385,Tm5c
98386,Dm8a
98387,Mi9
98388,TmY9q
98389,Tm20
98390,Tm3
98391,R1-6
98392,R1-6
98393,aSP-f1A
98394,ORN_DM1
98395,TmY5a
98396,ORN_VA2
98397,ORN_VA2
98398,PLP041
98399,T3
98400,CB3290
98401,KCab
98402,SMP333
98403,Tm4
98404,KCab
98405,MTe03
98406,T5b
98407,LC6
98408,ORN_DM1
98409,T4b
98410,ocellar_retinula_cell
98411,CB3813
98412,T2
98413,R1-6
98414,KCg-m
98415,MLt4
98416,Mi9
98417,SMP055
98418,Li06
98419,T2
98420,JO-E
98421,LC24
98422,T3
98423,Tm4
98424,T5a
98425,Y4
98426,L5
98427,T5a
98428,T3
98429,AN_AVLP_9
98430,LPC1
98431,T4b
98432,CB2888
98433,DNge049
98434,MLt4
98435,TmY11
98436,M_lvPNm31
98437,AN_GNG_64
98438,AN_AVLP_14
98439,CB0459
98440,CB0916
98441,LAL031
98442,T2
98443,LC9
98444,cLM01
98445,CL090_c
98446,BM_InOm
98447,CB1827
98448,TmY5a
98449,CB2331
98450,T5d
98451,Tm25
98452,CB0574
98453,AN_GNG_165
98454,AN_multi_119
98455,LC10b
98456,CB1542
98457,CL283a
98458,JO-E
98459,ORN_VA6
98460,CB1410
98461,aSP-f1A
98462,T3
98463,LTe38b
98464,T1
98465,T5a
98466,DNg06_b
98467,LPC1
98468,ORN_VL2a
98469,LPC1
98470,JO-B
98471,KCab
98472,Tm4
98473,Tm5a
98474,TmY5a
98475,ER1
98476,L2
98477,Tm4
98478,TmY20
98479,KCab
98480,T4a
98481,Tlp5
98482,Dm3q
98483,Dm15
98484,Mi2
98485,T4b
98486,CB1500
98487,L1
98488,TmY5a
98489,T3
98490,T5a
98491,T5b
98492,T5d
98493,JO-B
98494,T4b
98495,Tm3
98496,T4a
98497,M_lvPNm29
98498,LC14a2
98499,T5a
98500,CB0980
98501,T3
98502,Tm5f
98503,T4b
98504,CB3631
98505,T4b
98506,R8
98507,R8
98508,Dm3p
98509,C3
98510,R1-6
98511,Tm2
98512,R8
98513,CB1500
98514,CB3437
98515,R1-6
98516,T5c
98517,TmY11
98518,BM_InOm
98519,ORN_DM1
98520,T5d
98521,T4a
98522,KCab
98523,Li16
98524,LPC1
98525,T3
98526,KCab
98527,LC14a2
98528,CB3812
98529,ocellar_retinula_cell
98530,T5a
98531,T5c
98532,CB0732
98533,KCg-m
98534,T5d
98535,BM_InOm
98536,ORN_DM1
98537,Y3
98538,M_l2PNl20
98539,MLt4
98540,T2
98541,HRN_VP1d
98542,CB2433
98543,LAL023
98544,LTe37
98545,LC14a2
98546,PS109
98547,Y1
98548,T2
98549,MTe01a
98550,ORN_DM1
98551,TmY11
98552,DNg01_b
98553,CB3537
98554,CB3022
98555,TmY20
98556,Y1
98557,TmY15
98558,TmY10
98559,KCab
98560,T2
98561,T5b
98562,T5d
98563,CB2433
98564,PVLP090
98565,AVLP014
98566,Tm4
98567,ER1
98568,T5c
98569,LTe38b
98570,CB3537
98571,KCab
98572,T3
98573,SIP020
98574,JO-B
98575,Tm25
98576,KCapbp-ap1
98577,CB2451
98578,T2
98579,T5a
98580,T5b
98581,CB1236
98582,TmY14
98583,KCg-m
98584,DNg26
98585,T5d
98586,T3
98587,T5d
98588,CB1827
98589,PLP064_b
98590,CB2412
98591,MLt5
98592,Y1
98593,KCg-m
98594,TmY10
98595,Tm5a
98596,aSP-f1A
98597,Tm5a
98598,Dm10
98599,KCab
98600,cLLPM01
98601,LMa4
98602,Tlp5
98603,DNge091
98604,cLLPM01
98605,MLt4
98606,BM_InOm
98607,CB2175
98608,TmY5a
98609,ocellar_retinula_cell
98610,LMa4
98611,PLP101
98612,JO-A
98613,T4a
98614,T5a
98615,KCg-m
98616,T3
98617,Tm34
98618,CB3631
98619,MLt5
98620,AVLP014
98621,cLLPM01
98622,T5b
98623,Tlp5
98624,M_lvPNm29
98625,aSP-f1A
98626,Tm4
98627,ORN_VA2
98628,Tm5f
98629,TmY20
98630,CL283a
98631,MLt5
98632,cLLPM01
98633,Mi9
98634,CB0916
98635,CB2068
98636,AN_GNG_AMMC_2
98637,Mi15
98638,T5d
98639,PLP041
98640,TmY5a
98641,CB0148
98642,KCab
98643,R1-6
98644,T4d
98645,Dm3p
98646,Tm21
98647,KCab
98648,MeTu4a
98649,R1-6
98650,FS3
98651,R8
98652,Tm9
98653,Mi2
98654,Dm3p
98655,CB1817a
98656,Mi4
98657,Sm06
98658,FS3
98659,Tm2
98660,R1-6
98661,R7
98662,MLt2
98663,R8
98664,R1-6
98665,Dm2
98666,L1
98667,R7
98668,T1
98669,R1-6
98670,Y1
98671,Tm4
98672,T2
98673,CB1542
98674,Tm27
98675,T4b
98676,T5d
98677,KCg-m
98678,Sm07
98679,LC14a2
98680,TmY11
98681,Tm5f
98682,ORN_VA6
98683,LPC1
98684,LPC1
98685,ER1
98686,Tm5f
98687,LC24
98688,CB1500
98689,IB065
98690,Tm34
98691,T4a
98692,LAL031
98693,T5b
98694,MLt4
98695,CB1224
98696,CB2429
98697,LTe38b
98698,CB1500
98699,LPLC4
98700,T4a
98701,Y1
98702,MLt4
98703,CB1827
98704,T5b
98705,TmY5a
98706,ORN_DM1
98707,LC9
98708,CL301
98709,DNg02_b
98710,l2LN19
98711,LC14a2
98712,PVLP089
98713,ORN_VL2a
98714,SMP420
98715,T3
98716,T2
98717,ER1
98718,AVLP014
98719,LT64
98720,DNge050
98721,TmY5a
98722,T5b
98723,ORN_VA2
98724,T2
98725,CB3437
98726,PVLP089
98727,T4a
98728,CB1224
98729,CB1781
98730,T5d
98731,TmY20
98732,CB0732
98733,T4b
98734,CB3022
98735,T5d
98736,T5a
98737,MLt5
98738,AN_FLA_GNG_1
98739,T2
98740,PLP041
98741,CL301
98742,PLP041
98743,IB064
98744,BM_InOm
98745,LC12
98746,TmY31
98747,MLt4
98748,ER1
98749,PLP041
98750,CB1495
98751,L4
98752,Tm8a
98753,LC24
98754,Tm1
98755,Tlp5
98756,T5b
98757,KCapbp-ap1
98758,CB2528
98759,ER1
98760,LCe04
98761,L3
98762,R1-6
98763,R1-6
98764,FS3
98765,Dm15
98766,Mi4
98767,MTe43
98768,Tm5c
98769,Tm1
98770,ORN_VL1
98771,Mi14
98772,Tm27
98773,MTe54
98774,T1
98775,Tm9
98776,Mi1
98777,R1-6
98778,L5
98779,R1-6
98780,LMa4
98781,T1
98782,MTe54
98783,C3
98784,C2
98785,Mi14
98786,R1-6
98787,Tm21
98788,R8
98789,L2
98790,Sm08
98791,Tm9
98792,Mi15
98793,Sm08
98794,L3
98795,Sm06
98796,MTe54
98797,L4
98798,Tm5b
98799,T1
98800,L1-3
98801,R7
98802,R1-6
98803,Mi2
98804,R1-6
98805,R1-6
98806,R7
98807,Tm27
98808,Pm04
98809,R1-6
98810,L4
98811,R1-6
98812,R7
98813,R8
98814,Mi1
98815,Mi1
98816,TmY9q
98817,Tm27
98818,FC2C
98819,R1-6
98820,Mi13
98821,R1-6
98822,Mi13
98823,CB0732
98824,Tm8b
98825,T4d
98826,R1-6
98827,R1-6
98828,Tm3
98829,R1-6
98830,Mi4
98831,Tm1
98832,Tm3
98833,T1
98834,cLP02
98835,LCe04
98836,Tm3
98837,Tm5c
98838,R1-6
98839,Tm2
98840,Mi4
98841,Tm2
98842,Mi9
98843,R1-6
98844,R7
98845,Dm3q
98846,R1-6
98847,LPC1
98848,MLt2
98849,Tm5b
98850,LC12
98851,Tm4
98852,T4a
98853,CB1495
98854,TmY5a
98855,LMa4
98856,T5b
98857,AN_GNG_IPS_1
98858,JO-B
98859,CB2175
98860,HSE
98861,MTe43
98862,Tm34
98863,CB2702
98864,LPC1
98865,CB1495
98866,KCab
98867,TmY10
98868,CB1868
98869,SMP333
98870,T5c
98871,cLLPM01
98872,T4c
98873,aSP-f1A
98874,ORN_DM1
98875,Sm07
98876,T5c
98877,Tm5a
98878,T5d
98879,LC10d
98880,T5d
98881,KCab
98882,T4d
98883,LC14a2
98884,ER1
98885,T2
98886,AN_GNG_194
98887,Tm5a
98888,TmY3
98889,DNg07
98890,T2
98891,cLLPM01
98892,PLP041
98893,T5b
98894,KCab
98895,CB1495
98896,T5b
98897,LMa4
98898,T5c
98899,R1-6
98900,Tm25
98901,MLt5
98902,T3
98903,CB1407
98904,L5
98905,T3
98906,CL170
98907,CB3022
98908,CB1542
98909,T3
98910,Mi1
98911,MLt5
98912,LC12
98913,aSP-f1A
98914,CL071b
98915,T3
98916,SIP020
98917,Dm9
98918,CB3437
98919,Tm16
98920,T4d
98921,Tm4
98922,CB0893
98923,KCg-m
98924,AN_GNG_194
98925,T4b
98926,LMa4
98927,CB1827
98928,Sm07
98929,PVLP088
98930,AN_GNG_51
98931,Tm5a
98932,T4b
98933,T4c
98934,Dm8a
98935,CB1407
98936,CB2449
98937,CB3104
98938,T5b
98939,Tm1
98940,CB2700
98941,CB1648
98942,PVLP149
98943,T5d
98944,AVLP219c
98945,CB3020
98946,KCab
98947,LLPC2
98948,AVLP363
98949,T5d
98950,ER1
98951,KCab
98952,T5d
98953,LC12
98954,T4b
98955,PLP064_b
98956,ORN_VL2a
98957,CB0717
98958,JO-A
98959,TmY11
98960,CB1542
98961,BM_InOm
98962,SIP020
98963,Tm5f
98964,ORN_VA6
98965,DNg12_a
98966,T5b
98967,PVLP088
98968,Tm4
98969,LMa4
98970,MTe03
98971,LAL031
98972,BM_InOm
98973,T3
98974,LB3
98975,LC24
98976,SMP419
98977,l2LN19
98978,SMP273
98979,CL301
98980,LC14a2
98981,Li02
98982,T2
98983,CB2429
98984,Tm4
98985,T5c
98986,PLP101
98987,DNb02
98988,TmY11
98989,T4b
98990,T5a
98991,M_lvPNm29
98992,MLt4
98993,T2
98994,LC24
98995,PLP041
98996,DNpe054
98997,LPLC2
98998,LMa4
98999,KCg-m
99000,T2
99001,Li16
99002,Tm25
99003,T4a
99004,KCapbp-ap2
99005,CB2175
99006,Li02
99007,Tm25
99008,TmY20
99009,Li16
99010,KCab
99011,CB2888
99012,LC12
99013,CB1781
99014,AVLP363
99015,T3
99016,MTe03
99017,KCg-m
99018,LPC1
99019,TmY31
99020,LC10d
99021,CB1072
99022,ER1
99023,Dm10
99024,T4b
99025,CB1781
99026,T5a
99027,CB1407
99028,T5d
99029,Tm4
99030,CB3536
99031,MLt5
99032,Y1
99033,DNge050
99034,ORN_VA2
99035,JO-EVP
99036,CL301
99037,CB3037
99038,Tm4
99039,C3
99040,L1
99041,LC24
99042,CB1407
99043,AN_GNG_194
99044,Tm25
99045,vLN24
99046,MTe42
99047,CL170
99048,CB0713
99049,T5b
99050,L5
99051,KCab
99052,ER1
99053,Dm6
99054,Tm27
99055,LCe04
99056,Tm27
99057,Li16
99058,MTe42
99059,TmY5a
99060,SA_VTV_9
99061,TmY3
99062,CL071b
99063,ORN_VA2
99064,T5d
99065,T3
99066,T2
99067,AVLP346b
99068,Tm25
99069,PLP039
99070,CB1294
99071,T3
99072,R1-6
99073,Mi1
99074,BM_InOm
99075,Mi4
99076,Tm21
99077,Tm1
99078,L2
99079,L1
99080,CB3713
99081,Dm2
99082,Dm3p
99083,R8
99084,Tm5e
99085,Tm2
99086,Tm2
99087,Mi9
99088,Tm21
99089,R1-6
99090,hDeltaI
99091,FC1D
99092,L4
99093,CB1873
99094,T4c
99095,L1-3
99096,Tm2
99097,Mi13
99098,Tm2
99099,Sm01
99100,R7
99101,R1-6
99102,Mi9
99103,L2
99104,Tm16
99105,Tm1
99106,T1
99107,MeTu4a
99108,Tm5c
99109,Mi9
99110,L5
99111,MTe54
99112,Tm5b
99113,L2
99114,Mi1
99115,Tm1
99116,R7
99117,AN_multi_49
99118,Dm3q
99119,Tm1
99120,TmY9q
99121,vDeltaA
99122,L5
99123,Dm8a
99124,L5
99125,Mi4
99126,Tm20
99127,Mi2
99128,Tm3
99129,Dm3q
99130,R7
99131,TmY3
99132,Mi1
99133,Tm6
99134,L2
99135,R8
99136,Tm20
99137,R1-6
99138,R7
99139,Tm27
99140,Mi4
99141,R1-6
99142,R1-6
99143,C3
99144,L4
99145,Mi1
99146,Tm27
99147,L3
99148,C2
99149,R7
99150,TmY9q
99151,T4d
99152,Mi1
99153,L2
99154,Mi4
99155,R7
99156,Pm02
99157,L4
99158,MLt2
99159,TmY16
99160,Tm5b
99161,R1-6
99162,ORN_VA2
99163,Mi9
99164,Tm2
99165,Tm20
99166,R1-6
99167,Tm21
99168,R8
99169,T4d
99170,AN_GNG_AMMC_2
99171,Tm20
99172,CB1542
99173,Tm1
99174,MLt2
99175,Tm5b
99176,Mi9
99177,L2
99178,FS3
99179,Tm20
99180,T4d
99181,Tm5d
99182,Tm3
99183,C3
99184,FC1D
99185,Mi9
99186,L4
99187,Tm36
99188,aSP-f1A
99189,Mi2
99190,R1-6
99191,R1-6
99192,R8
99193,Dm3q
99194,Dm2
99195,C2
99196,MeTu4a
99197,ORN_VL1
99198,Mi13
99199,FS3
99200,Dm3q
99201,C2
99202,T4d
99203,T4d
99204,Dm15
99205,SA_VTV_9
99206,T5a
99207,T5b
99208,Li16
99209,MLt4
99210,ocellar_retinula_cell
99211,BM_InOm
99212,ORN_VA2
99213,CB1781
99214,LCe04
99215,KCab
99216,T4a
99217,LC24
99218,T5b
99219,TmY10
99220,CB1072
99221,T5b
99222,CB1053
99223,CB1224
99224,KCab
99225,LC14a2
99226,T4a
99227,CB1542
99228,KCg-m
99229,LCe04
99230,CB3812
99231,Tm25
99232,CB3174
99233,TmY10
99234,MLt4
99235,TmY5a
99236,BM_InOm
99237,CB3020
99238,CB3809
99239,T3
99240,KCg-s2
99241,LTe61
99242,CB1024
99243,TmY5a
99244,DNge071
99245,T2
99246,CB3019
99247,Tm4
99248,T3
99249,PLP101
99250,BM_InOm
99251,CB0573
99252,JO-A
99253,PVLP088
99254,T4b
99255,LLPC2
99256,T5c
99257,CB1321
99258,ORN_DM1
99259,DNg74_a
99260,TmY14
99261,ER1
99262,MLt4
99263,KCapbp-ap1
99264,AN_FLA_GNG_1
99265,BM_InOm
99266,MLt4
99267,LLPC1
99268,T4b
99269,T5c
99270,Sm07
99271,PS109
99272,LC14a2
99273,KCg-m
99274,ER1
99275,T5c
99276,BM_InOm
99277,BM_InOm
99278,T5c
99279,TmY31
99280,CB2385
99281,LC14a2
99282,Y1
99283,CL170
99284,CB2449
99285,LCe04
99286,ER1
99287,T5c
99288,CB1426
99289,KCg-m
99290,ORN_VA2
99291,CB2888
99292,LC14a2
99293,MLt4
99294,LLPC1
99295,CB2427
99296,T5a
99297,Mi4
99298,ORN_DM1
99299,Li02
99300,LC21
99301,Tm5f
99302,PLP106
99303,SA_VTV_9
99304,CB1407
99305,LAL031
99306,CB1155
99307,ER1
99308,LTe37
99309,aSP-f1A
99310,Tm34
99311,T4a
99312,CB2610
99313,HRN_VP1d
99314,CB0208
99315,CB3385
99316,T4b
99317,LHPV4h1
99318,DNg28
99319,KCab
99320,LC9
99321,SMP258
99322,T5c
99323,ORN_VA2
99324,CB2449
99325,ORN_DM1
99326,SA_VTV_9
99327,SIP020
99328,CB2427
99329,Li06
99330,AVLP346b
99331,LC10b
99332,JO-FDA
99333,Pm10
99334,AN_GNG_63
99335,T2
99336,CB1730
99337,T4b
99338,TmY5a
99339,T5a
99340,CB0825
99341,T5d
99342,T4b
99343,ocellar_retinula_cell
99344,TmY11
99345,TmY3
99346,CB3122
99347,T2
99348,CB1406
99349,T5c
99350,LMa4
99351,CB0434
99352,TmY5a
99353,T5b
99354,T5c
99355,TmY3
99356,CB1406
99357,Sm07
99358,CB2067
99359,LC9
99360,TmY14
99361,AVLP346b
99362,KCab
99363,ER1
99364,KCab
99365,Li02
99366,Tm5f
99367,CB1224
99368,LC24
99369,JO-E
99370,DNpe009
99371,DNg65
99372,T5d
99373,MLt4
99374,T5a
99375,JO-E
99376,ER1
99377,CB3809
99378,CB0950
99379,MTe03
99380,CB3122
99381,T2
99382,T5a
99383,T3
99384,ORN_DM1
99385,DNg02_b
99386,T4a
99387,BM_InOm
99388,Tm25
99389,LC10d
99390,Dm10
99391,CB3122
99392,KCg-m
99393,Tm25
99394,CB0840
99395,Li16
99396,LC10b
99397,Tm5a
99398,CB2885
99399,Tlp1
99400,Tm5f
99401,CB3200
99402,T4a
99403,Tm4
99404,ER1
99405,T5b
99406,PS034
99407,TmY10
99408,KCab
99409,BM_InOm
99410,KCg-s2
99411,AN_multi_49
99412,Sm07
99413,MLt4
99414,CB2370
99415,SMP054
99416,CB1220
99417,KCab
99418,JO-F
99419,LC24
99420,AN_GNG_51
99421,CB2419
99422,ER1
99423,SMP054
99424,LC21
99425,LC10d
99426,Mi1
99427,Tm1
99428,T1
99429,L5
99430,R1-6
99431,L4
99432,Tm6
99433,Tm5c
99434,ORN_DL3
99435,Mi4
99436,T4d
99437,L4
99438,Tm21
99439,Tm2
99440,Tm1
99441,Tm4
99442,FS3
99443,R7
99444,Dm16
99445,Sm15
99446,L1-3
99447,Tm7
99448,Tm1
99449,Tm21
99450,Sm10
99451,Mi1
99452,Mi4
99453,Tm7
99454,Dm2
99455,L3
99456,CB3174
99457,Mi1
99458,Mi15
99459,CB3385
99460,T4c
99461,AN_GNG_26
99462,R1-6
99463,T4a
99464,Tm5c
99465,L5
99466,R1-6
99467,Tm37
99468,L2
99469,Tm21
99470,Mi15
99471,C2
99472,R1-6
99473,Tm3
99474,L2
99475,Mi4
99476,LCe04
99477,Tlp5
99478,IB064
99479,T5a
99480,T5c
99481,KCg-m
99482,ORN_DM1
99483,Tm5f
99484,KCg-m
99485,IB062
99486,PLP101
99487,LC24
99488,T5c
99489,JO-E
99490,KCapbp-ap1
99491,CB3174
99492,BM_InOm
99493,CL301
99494,CB1220
99495,Tm7
99496,T4a
99497,T4b
99498,KCg-m
99499,CB2230
99500,KCab
99501,TmY11
99502,LCe04
99503,ORN_DM1
99504,T5b
99505,T5a
99506,TmY3
99507,T5b
99508,T4b
99509,T4b
99510,T2
99511,ER1
99512,T4a
99513,MLt4
99514,Tm25
99515,DNg07
99516,TmY14
99517,Mi14
99518,T3
99519,AVLP165
99520,SMP523
99521,CB3122
99522,T2
99523,KCg-m
99524,LC24
99525,T5a
99526,CB1220
99527,T5d
99528,T4b
99529,L3
99530,MLt4
99531,Tm20
99532,Tm25
99533,PVLP088
99534,KCapbp-ap2
99535,Tm5f
99536,T3
99537,L4
99538,TmY3
99539,Tm20
99540,CB1406
99541,Mi13
99542,CL301
99543,CB1868
99544,Mi1
99545,Dm10
99546,SA_VTV_9
99547,TmY5a
99548,Tm20
99549,CB1648
99550,LB3
99551,AVLP346b
99552,WED002b
99553,vLN24
99554,T4b
99555,Sm04
99556,Tm5e
99557,C3
99558,Tm2
99559,R1-6
99560,C3
99561,Tm20
99562,cLP02
99563,R1-6
99564,Tm1
99565,T4c
99566,T1
99567,Dm2
99568,L2
99569,R1-6
99570,Tm2
99571,cLP02
99572,R1-6
99573,R1-6
99574,L3
99575,Dm3q
99576,cLP02
99577,L4
99578,Tm3
99579,Mi9
99580,L5
99581,Tm21
99582,Tm5b
99583,Tm20
99584,L4
99585,Sm02
99586,LCe04
